description,price_uninsured,price_insured
1-2-3 PASTE, 	14.35 , 	51.24 
"CATH, CORONARY DIL VOYAGER NC 2.0X8MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 2.5 X 12MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 2.5 X 8MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 2.5X15MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 2.5X20MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 2.75X12MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 2.75X15MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 2.75X20MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 2.75X8MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.0 X 20MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.0 X 8MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.0X12 MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.0X15MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.0X25MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.25X12MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.25X15MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.5 X 8MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.5X12MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.5X15MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.75X12MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.75X15MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 3.75X20MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 4.0X12MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 4.0X15MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 4.0X8MM", 	260.68 , 	931.00 
"CATH, CORONARY DIL VOYAGER NC 5.0X12MM", 	260.68 , 	931.00 
"CATH, CORONARY JUDKINS RT 5FRX80CM", 	52.14 , 	186.20 
"CATH, CORONARY MICROCROSS MICRO-14", 	737.35 ," 	2,633.40 "
"CATH, CORONARY MICROCROSS MICRO-14ES", 	737.35 ," 	2,633.40 "
"CATH, CORONARY MICROCROSS MICRO-18", 	737.35 ," 	2,633.40 "
"CATH, CORONARY PROGRESSIVE 5FR R", 	14.90 , 	53.20 
"CATH, CORONARY PROGRESSIVE 6FR R", 	27.56 , 	98.42 
"CATH, CORONARY SINUS ENDOPLEDGE"," 	3,090.92 "," 	11,039.00 "
"CATH, CORONARY SINUS PROPLEGE"," 	3,570.57 "," 	12,752.04 "
"CATH, CORONARY TCH 6.0FRX100CM", 	42.83 , 	152.95 
"CATH, CORONARY TREK RAPID-EX 3.25X15MM", 	215.99 , 	771.40 
"CATH, CORONARY TREK RAPID-EX 3.25X20MM", 	215.99 , 	771.40 
"CATH, CORONARY TREK RAPID-EX 3.25X8MM", 	215.99 , 	771.40 
"CATH, CORONARY TREK RAPID-EX 3.50X12MM", 	148.96 , 	532.00 
"CATH, CORONARY TREK RAPID-EX 3.50X15MM", 	148.96 , 	532.00 
"CATH, CORONARY TREK RAPID-EX 3.50X20MM", 	148.96 , 	532.00 
"CATH, CORONARY TREK RAPID-EX 3.50X25MM", 	215.99 , 	771.40 
"CATH, CORONARY TREK RAPID-EX 3.50X30MM", 	215.99 , 	771.40 
"CATH, CORONARY TREK RAPID-EX 3.50X6MM", 	215.99 , 	771.40 
"CATH, CORONARY TREK RAPID-EX 3.50X8MM", 	148.96 , 	532.00 
"CATH, CORONARY WOVEN TW G-LUBIN 5FRX80CM", 	70.76 , 	252.70 
"CATH, CORONARY WOVEN TW G-LUBIN 6FRX100", 	78.20 , 	279.30 
"CATH, CORONARY WOVEN TW G-LUBIN 7FRX100", 	78.20 , 	279.30 
"CATH, CP BIB 10FR 18/9MMX4/3CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CP BIB 16FR 28/14MMX4/3CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CP BIB 16FR 30/15MMX4/3CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CP BIB 8FR 10/5MMX2.5/1.5CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CP BIB 8FR 12/6MMX3/2CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CP BIB 8FR 14/7MMX2.5/1.5CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CP BIB 8FR 14/7MMX3.5/2.5CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CP BIB 8FR 14/7MMX3/2CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CP BIB 8FR 8MMX2.5/1.5CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CP BIB 9FR 16/8MMX2.5/1.5CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CP BIB 9FR 16/8MMX3.5/2.5CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CP BIB 9FR 16/8MMX3/2CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CP BIB 9FR 18/9MMX4.5/3.5CM"," 	1,117.20 "," 	3,990.00 "
"CATH, CROSSBOSS MODEL M-2000"," 	2,460.82 "," 	8,788.64 "
"CATH, CROSSER OTW PERIPHERAL14P"," 	2,941.96 "," 	10,507.00 "
"CATH, CROSSER OTW SUPPORT 140CM"," 	2,793.00 "," 	9,975.00 "
"CATH, CROSSER OTW SUPPORT 14S"," 	2,941.96 "," 	10,507.00 "
"CATH, CROSSER S6-154CM"," 	2,941.96 "," 	10,507.00 "
"CATH, CRYOABLATION FREEZOR 1 7FR XTRA"," 	1,862.00 "," 	6,650.00 "
"CATH, CRYOABLATION FREEZOR 3 7FR BLU MED"," 	1,638.56 "," 	5,852.00 "
"CATH, CRYOABLATION FREEZOR 3 7FR XTRA"," 	1,862.00 "," 	6,650.00 "
"CATH, CRYOABLATION FREEZOR 3 9FR MAX"," 	2,830.24 "," 	10,108.00 "
"CATH, CRYOABLATION FREEZOR 5 7FR LONG"," 	1,638.56 "," 	5,852.00 "
"CATH, CRYOABLATION FREEZOR 5 9FR MAX"," 	2,830.24 "," 	10,108.00 "
"CATH, CRYOABLATION FREEZOR 5 XTRA"," 	1,862.00 "," 	6,650.00 "
"CATH, CRYOABLATION FREEZOR 58MM"," 	1,638.56 "," 	5,852.00 "
"CATH, CRYOABLATION FREEZOR 7FR SHORT"," 	1,638.56 "," 	5,852.00 "
"CATH, CRYOABLATION FREEZOR 9F MAX3 MED"," 	4,759.27 "," 	16,997.40 "
"CATH, CRYOABLATION FREEZOR 9F MAX5 LONG"," 	4,759.27 "," 	16,997.40 "
"CATH, CSF ATRIAL BARIUM STRIPE 46CM", 	189.91 , 	678.25 
"CATH, CSF PERITONEAL OE/SLITS STRIPE 120", 	264.84 , 	945.84 
"CATH, CSF PERITONEAL REFLUX STRIPE 120CM", 	371.86 ," 	1,328.08 "
"CATH, CSF VENTRICULAR STRT LL 8FRX35CM", 	224.65 , 	802.31 
"CATH, CSF VENTRICULAR STRT SS RIGHT", 	215.65 , 	770.18 
"CATH, CSF Y-LUMBAR RP SILICONE 720MM", 	300.14 ," 	1,071.93 "
"CATH, CT PORT POLY 8FR", 	484.12 ," 	1,729.00 "
"CATH, CUSTOM UA10.0-68-40-P-30S", 	97.79 , 	349.26 
"CATH, CVP SINGLE 3FRX8CM", 	48.56 , 	173.43 
"CATH, CVP SINGLE 4FRX12CM", 	47.76 , 	170.56 
"CATH, CXI SUPPORT 2.6FR .018X90CM", 	224.56 , 	801.99 
"CATH, CXI SUPPORT 2.6FRX150CM ANG", 	224.56 , 	801.99 
"CATH, CXI SUPPORT 2.6FRX90CM ANG", 	224.56 , 	801.99 
"CATH, CXI SUPPORT 4FR .035X135CM", 	224.56 , 	801.99 
"CATH, CXI SUPPORT 4FRX135CM STR", 	224.56 , 	801.99 
"CATH, CXI SUPPORT 4FRX150CM ANG", 	224.56 , 	801.99 
"CATH, CXI SUPPORT ANG TIP 4FR .035X90CM", 	224.56 , 	801.99 
"CATH, CXI SUPPORT STRT TIP 4FR .035X90CM", 	224.56 , 	801.99 
"CATH, CYSTOSTOMY COOK 12FRX54CM", 	128.49 , 	458.90 
"CATH, DAC .038IN 3.9FRX125CM"," 	1,441.93 "," 	5,149.76 "
"CATH, DAC 044 ACCESS DIST 0.044INX130CM"," 	1,441.93 "," 	5,149.76 "
"CATH, DAC 3.9FRX0.038INX125CM"," 	1,711.55 "," 	6,112.68 "
"CATH, DAC 3.9FRX0.038INX135CM"," 	1,482.15 "," 	5,293.40 "
"CATH, DAIG .035IN P NS H3 5FRX100CM", 	55.12 , 	196.84 
"CATH, DC/15-8/9/100", 	743.31 ," 	2,654.68 "
"CATH, DECA NC 19X24CM", 	312.82 ," 	1,117.20 "
"CATH, DECANAV D-CURVE"," 	1,243.82 "," 	4,442.20 "
"CATH, DECANAV F-CURVE"," 	1,243.82 "," 	4,442.20 "
"CATH, DECAPOLAR 2/5MM JSH 6FRX120CM", 	214.50 , 	766.08 
"CATH, DECAPOLAR 2/8MM CSL 6FRX120CM", 	550.56 ," 	1,966.27 "
"CATH, DECAPOLE 3FR/4FRX120CM"," 	1,176.78 "," 	4,202.80 "
"CATH, DECAPOLE 3FR/4FRX120CM 2-8-2"," 	1,176.78 "," 	4,202.80 "
"CATH, DECATHLON 27X32CM", 	594.35 ," 	2,122.68 "
"CATH, DECATHLON GOLD KIT 19CM/24CM", 	521.36 ," 	1,862.00 "
"CATH, DECATHLON GOLD KIT 23CM/28CM", 	521.36 ," 	1,862.00 "
"CATH, DECATHLON GOLD KIT 27CM/32CM", 	594.35 ," 	2,122.68 "
"CATH, DECATHLON GOLD KIT 31CM/36CM", 	521.36 ," 	1,862.00 "
"CATH, DECATHLON GOLD KIT 35CM/40CM", 	594.35 ," 	2,122.68 "
"CATH, DECATHLON GOLD ROUND 50CM/55CM"," 	2,971.75 "," 	10,613.40 "
"CATH, DECATHLON GOLD STD 28CM", 	594.35 ," 	2,122.68 "
"CATH, DECATHLON GOLD STD 32CM", 	594.35 ," 	2,122.68 "
"CATH, DEFLECT 6FR D CRV 2-8-2MM SPACING", 	594.35 ," 	2,122.68 "
"CATH, DEFLECT D-CRV QUAD 6FRX2MM SP", 	566.05 ," 	2,021.60 "
"CATH, DEFLECT D-CRV QUAD 6FRX5MM SP", 	431.98 ," 	1,542.80 "
"CATH, DEFLECT D-CRV QUAD 7FRX2MM SP", 	622.65 ," 	2,223.76 "
"CATH, DEFLECT DECA F-CURVE 10-POLE 6FR", 	586.90 ," 	2,096.08 "
"CATH, DEFLECT DECA VARI-LASSO 2515 7FR"," 	1,946.91 "," 	6,953.24 "
"CATH, DEFLECT THERMISTOR QUAD B CRV 7FR"," 	2,764.70 "," 	9,873.92 "
"CATH, DEFLECTABLE DECA D CURVE 6FR", 	594.35 ," 	2,122.68 "
"CATH, DEFLECTABLE DECAPOLAR D CS 7FR", 	856.52 ," 	3,059.00 "
"CATH, DEFLECTABLE QUAD D CURVE 6FR", 	396.23 ," 	1,415.12 "
"CATH, DEFLECTABLE QUAD F CURVE 6FR 2-5-2", 	396.23 ," 	1,415.12 "
"CATH, DEFLECTING B T 4PAUL D 5 7FR"," 	1,038.25 "," 	3,708.04 "
"CATH, DEFLECTING B T 4PAUL F 5 7FR", 	919.08 ," 	3,282.44 "
"CATH, DELIV ANCHOR G-CATH W/ANCHORS LONG", 	59.58 , 	212.80 
"CATH, DELIVERY ANCHOR G-CATH W/ANCHORS", 	260.68 , 	931.00 
"CATH, DELIVERY FRONT LOADING", 	744.80 ," 	2,660.00 "
"CATH, DEPLOY/LOAD SPIRATION >2.6MM HDE"," 	1,489.60 "," 	5,320.00 "
"CATH, DEPLOY/LOAD SPIRATION 2.6MM HDE", 	446.88 ," 	1,596.00 "
"CATH, DIAG ANGIOSCALE", 	163.86 , 	585.20 
"CATH, DIAG BARBEAU INFINITI 2SH 5FRX100C", 	12.29 , 	43.89 
"CATH, DIAG CEREB OCTAPOL SC-DX 7FRX110CM", 	893.76 ," 	3,192.00 "
"CATH, DIAG DECAPOLAR D-TYPE 6F 10 2.52", 	586.90 ," 	2,096.08 "
"CATH, DIAG DXTERITY 5FRX100CM 3DRC", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM AL1", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM AL1", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM AR MOD", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM AR1.0", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM AR2.0", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM FR 5.0", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM FR 6.0", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM IMA", 	44.69 , 	159.60 
"CATH, DIAG DXTERITY 5FRX100CM JL3.5", 	44.69 , 	159.60 
"CATH, DIAG DXTERITY 5FRX100CM JL4", 	44.69 , 	159.60 
"CATH, DIAG DXTERITY 5FRX100CM JL5", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM JL6.0", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM JR3.5", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM JR4", 	44.69 , 	159.60 
"CATH, DIAG DXTERITY 5FRX100CM JR4.0 MOD", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM JR5", 	44.69 , 	159.60 
"CATH, DIAG DXTERITY 5FRX100CM MPA", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM MPB", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM PIG", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX100CM PIG", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX110CM MPA", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX110CM PIG", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX125CM JL4.0", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX125CM JL5.0", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX125CM JR3.5", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX125CM JR4.0", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 5FRX125CM JR5.0", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 6FRX100 3DRC", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 AL1.0", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 AL2.0", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 AL3.0", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 AR MOD", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 AR1.0", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 AR2.0", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 IMA", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 JL3.5", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 JL4.5", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 JL5.0", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 JL6.0", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 JR3.5", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 JR4.0 ST", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 JR5.0", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 JR6.0", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 LCB", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 MPA", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 MPA SH", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100 RCB", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX100CM JL4", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 6FRX100CM JR4", 	12.66 , 	45.22 
"CATH, DIAG DXTERITY 6FRX110 MPA", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX110 PIG 145", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX110 PIG STR", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX125 JL4.0", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX125 JL4.5", 	223.44 , 	798.00 
"CATH, DIAG DXTERITY 6FRX125 JR4.0", 	223.44 , 	798.00 
"CATH, DIAG ELECTRODE 6FR 2MMX110CM", 	53.79 , 	192.11 
"CATH, DIAG ELECTRODE 6FR 2MMX110CM", 	767.14 ," 	2,739.80 "
"CATH, DIAG FOLEY BARDEX 2W/30CC 14FR", 	135.11 , 	482.52 
"CATH, DIAG HEADHUNTER I 6FRX100CM ST", 	18.62 , 	66.50 
"CATH, DIAG INFINITI 3DRC 4FRX100CM", 	13.78 , 	49.21 
"CATH, DIAG INFINITI AL3 4FRX100CM", 	13.78 , 	49.21 
"CATH, DIAG INFINITI AR 1 MOD 6FRX100CM", 	12.29 , 	43.89 
"CATH, DIAG INFINITI PIG 5SH 4FRX110CM", 	13.78 , 	49.21 
"CATH, DIAG INFINITI PIG145 6SH 4FRX110CM", 	13.78 , 	49.21 
"CATH, DIAG INFINITI RCB 4FRX100CM", 	13.78 , 	49.21 
"CATH, DIAG INFINITI TL JR6 6FRX100CM", 	12.29 , 	43.89 
"CATH, DIAG INFINITY JL4 6FRX100CM", 	12.29 , 	43.89 
"CATH, DIAG INFINITY JL6 6FRX100CM", 	12.29 , 	43.89 
"CATH, DIAG MULTIPACK 5FR", 	96.82 , 	345.80 
"CATH, DIAG MULTIPACK 6FR", 	96.82 , 	345.80 
"CATH, DIAG RBL4 INFINITI 5FRX100CM", 	26.81 , 	95.76 
"CATH, DIAG RBLA INFINITI 5FRX100CM", 	26.81 , 	95.76 
"CATH, DIAG SELECT TEMPO AQUA STR 4FRX125", 	62.56 , 	223.44 
"CATH, DIAG STEERABLE DECA 252 SPACING 4F", 	715.01 ," 	2,553.60 "
"CATH, DIAG STEERABLE DECA 252 SPACING 4F", 	893.76 ," 	3,192.00 "
"CATH, DIAG SUPER TORQUE+ AL1 6FR", 	50.27 , 	179.55 
"CATH, DIAG SUPER TORQUE+ JR4 6FR", 	50.27 , 	179.55 
"CATH, DIAG SUPER TORQUE+ JR5 6FR", 	50.27 , 	179.55 
"CATH, DIAG SUPERTORQUE+ H-STICK 6FRX100", 	42.23 , 	150.82 
"CATH, DIAG TEMPO AQUA PIER 4FRX65CM", 	62.56 , 	223.44 
"CATH, DIAG TEMPO AQUA PIER 5FRX125CM", 	62.56 , 	223.44 
"CATH, DIAG TEMPO AQUA VERT 4FRX100CM", 	52.14 , 	186.20 
"CATH, DIAG TEMPO AQUA VERT 5FRX100CM", 	52.14 , 	186.20 
"CATH, DIAG ULTRASOUND ACUNAU 10FR"," 	3,135.61 "," 	11,198.60 "
"CATH, DIAGNOSTIC GOODALE LUBIN 7FR", 	78.20 , 	279.30 
"CATH, DIAGNOSTIC GOODALE LUBIN 8FR", 	78.20 , 	279.30 
"CATH, DIALATION ATLAS GOLD 14X20MM"," 	1,085.92 "," 	3,878.28 "
"CATH, DIALATION ATLAS GOLD 14X40MM"," 	1,085.92 "," 	3,878.28 "
"CATH, DIALATION ENDOFLIP STRICTURE 20MM", 	513.91 ," 	1,835.40 "
"CATH, DIALYSIS ARROWGARD DL 12FR X 16CM", 	160.89 , 	574.61 
"CATH, DIALYSIS ARROWGARD DL 12FRX25CM", 	160.89 , 	574.61 
"CATH, DIALYSIS ARROWGARD DL 14FR X 15CM", 	132.89 , 	474.60 
"CATH, DIALYSIS CHRONIC DYNAMIC FLOW 24", 	223.44 , 	798.00 
"CATH, DIALYSIS DUOGLIDE ACUTE 24CM", 	141.51 , 	505.40 
"CATH, DIALYSIS DUOGLIDE ACUTE 30CM", 	141.51 , 	505.40 
"CATH, DIALYSIS DUOGLYDE SHORT TERM 12.5C", 	339.26 ," 	1,211.63 "
"CATH, DIALYSIS DURAMAX BASIC STR 24CM", 	345.59 ," 	1,234.24 "
"CATH, DIALYSIS DURAMAX BASIC STR 28CM", 	345.59 ," 	1,234.24 "
"CATH, DIALYSIS DURAMAX BASIC STR 32CM", 	345.59 ," 	1,234.24 "
"CATH, DIALYSIS DURAMAX BASIC STR 36CM", 	345.59 ," 	1,234.24 "
"CATH, DIALYSIS DURAMAX BASIC STR 40CM", 	345.59 ," 	1,234.24 "
"CATH, DIALYSIS DURAMAX BASIC STR 48CM", 	345.59 ," 	1,234.24 "
"CATH, DIALYSIS DURAMAX BASIC STR 55CM", 	345.59 ," 	1,234.24 "
"CATH, DIALYSIS GOLD DECATHLON 19CM", 	594.35 ," 	2,122.68 "
"CATH, DIALYSIS GOLD DECATHLON 23CM", 	594.35 ," 	2,122.68 "
"CATH, DIALYSIS GOLD DECATHLON 32CM", 	594.35 ," 	2,122.68 "
"CATH, DIALYSIS HEMO DURA-FLOW STRT 24CM", 	320.26 ," 	1,143.80 "
"CATH, DIALYSIS HEMO DURA-FLOW STRT 40CM", 	320.26 ," 	1,143.80 "
"CATH, DIALYSIS HICKMAN 2LUM 13.5FR", 	370.37 ," 	1,322.76 "
"CATH, DIALYSIS PERITONEAL", 	610.74 ," 	2,181.20 "
"CATH, DIAMONDBACK 360 CLASS-1.50MMX145CM"," 	5,057.19 "," 	18,061.40 "
"CATH, DIAMONDBACK 360 CLASS-2.00MMX145CM"," 	5,057.19 "," 	18,061.40 "
"CATH, DIAMONDBACK 360 MICRO 1.25MMX60CM"," 	5,653.03 "," 	20,189.40 "
"CATH, DIAMONDBACK 360 SOLID 1.25MMX145CM"," 	5,057.19 "," 	18,061.40 "
"CATH, DIAMONDBACK 360 SOLID 1.25MMX60CM"," 	5,653.03 "," 	20,189.40 "
"CATH, DIAMONDBACK 360 SOLID 1.50MMX145CM"," 	5,057.19 "," 	18,061.40 "
"CATH, DIAMONDBACK 360 SOLID 2.00MMX145CM"," 	5,057.19 "," 	18,061.40 "
"CATH, DIL BAL 15X3 L-VESS 9FRX100CM", 	743.31 ," 	2,654.68 "
"CATH, DIL BAL 20X8 L-VESS L 9FRX100CM", 	637.10 ," 	2,275.36 "
"CATH, DIL BAL 6X2 UTLRA-THIN 5.3FRX135CM", 	226.27 , 	808.11 
"CATH, DIL BAL 8X2 UTLRA-THIN 5.3FRX135CM", 	226.27 , 	808.11 
"CATH, DIL BAL DIAMOND UDT 7X4X80CM", 	171.30 , 	611.80 
"CATH, DIL BAL DIAMOND UDT/6-4/5/75", 	171.30 , 	611.80 
"CATH, DIL BAL DIAMOND UDT/8-4/5/75", 	171.30 , 	611.80 
"CATH, DIL BAL LRG XXL 18MMX4CM 5.8FRX120", 	357.50 ," 	1,276.80 "
"CATH, DIL BAL SYNERGY 10-2/5.8/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 10-4/5.8/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 12-2/5.8/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 12-4/5.8/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 4-2/5.3/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 4-4/5.3/4T/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 5-10//5.3/75", 	403.68 ," 	1,441.72 "
"CATH, DIL BAL SYNERGY 5-2/5.3 OVER 7", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 5-2/5.3/135", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 5-4/5.3/4T/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 6-2/5.3/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 6-4/5.3/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 6-4/5.3/90", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 6-8/5.3/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 7-10/5.3/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 7-2/5.3/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 7-4/5.3/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 8-2/5.3/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 8-4/5.3/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 9-2/5.8/75", 	178.75 , 	638.40 
"CATH, DIL BAL SYNERGY 9-4/5.8/75", 	178.75 , 	638.40 
"CATH, DIL BAL ULTRA-THIN SDS 10MMX2CM", 	226.27 , 	808.11 
"CATH, DIL BAL ULTRA-THIN SDS 10MMX3MM", 	226.27 , 	808.11 
"CATH, DIL BAL ULTRA-THIN SDS 6MMX3CM", 	226.27 , 	808.11 
"CATH, DIL BAL ULTRA-THIN SDS 7MMX3CM", 	223.44 , 	798.00 
"CATH, DIL BAL ULTRA-THIN SDS 8MMX3CM", 	226.27 , 	808.11 
"CATH, DIL BALL ULTRA THIN 5MMX2CM", 	414.11 ," 	1,478.96 "
"CATH, DIL BALLN COYOTE ES 3.5X20MMX143CM", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE ES OTW 2.0X40MM", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE OTW 2.0X100MM EN", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE OTW 2.0X150MM EN", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE OTW 2.0X20MM EN", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE OTW 2.0X220MM EN", 	424.54 ," 	1,516.20 "
"CATH, DIL BALLN COYOTE OTW 2.5X100MM EN", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE OTW 2.5X142MM EN", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE OTW 2.5X150MM EN", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE OTW 2.5X220MM EN", 	446.88 ," 	1,596.00 "
"CATH, DIL BALLN COYOTE OTW 2.5X40MM EN", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE OTW 3.0X100MM EN", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE OTW 3.0X150MM EN", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE OTW 3.0X20MM EN", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE OTW 3.0X220MM EN", 	446.88 ," 	1,596.00 "
"CATH, DIL BALLN COYOTE OTW 3.0X40MM EN", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN COYOTE OTW 3.5X40MM EN", 	350.06 ," 	1,250.20 "
"CATH, DIL BALLN COYOTE OTW 3X142MM EN", 	335.16 ," 	1,197.00 "
"CATH, DIL BALLN DORADO 10MMX4X135CM", 	268.13 , 	957.60 
